Type d'établissement - Année scolaire;Libellé établissement;Adresse;Arrondissement;Code INSEE;Année scolaire;Type établissement;created_user;created_date;last_edited_user;last_edited_date;geo_shape;geo_point_2d
ELEMENTAIRES (année scolaire 2022/2023);RICHOMME (9) ELEM;9 RUE RICHOMME;18ème Ardt;75118;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3521819392766203, 48.886416749925715], ""type"": ""Point""}";48.886416749925715, 2.3521819392766203
ELEMENTAIRES (année scolaire 2022/2023);ROMAINVILLE (57) ELEM A;57 RUE DE ROMAINVILLE;19ème Ardt;75119;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.4030100064609767, 48.877417068605105], ""type"": ""Point""}";48.877417068605105, 2.4030100064609767
ELEMENTAIRES (année scolaire 2022/2023);KUSS (8) POLY;8 RUE KUSS;13ème Ardt;75113;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.351305571901135, 48.8222309853145], ""type"": ""Point""}";48.8222309853145, 2.351305571901135
ELEMENTAIRES (année scolaire 2022/2023);SURENE (18) ELEM;18 RUE DE SURENE;8ème Ardt;75108;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3205725293511055, 48.87105988952709], ""type"": ""Point""}";48.87105988952709, 2.3205725293511055
ELEMENTAIRES (année scolaire 2022/2023);TLEMCEN (9) ELEM;9 RUE DE TLEMCEN;20ème Ardt;75120;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3870939730686542, 48.8645887365069], ""type"": ""Point""}";48.8645887365069, 2.3870939730686542
ELEMENTAIRES (année scolaire 2022/2023);ST LAMBERT (12) ELEM B;12 RUE SAINT LAMBERT;15ème Ardt;75115;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.2909530840946912, 48.838088826246874], ""type"": ""Point""}";48.838088826246874, 2.2909530840946912
ELEMENTAIRES (année scolaire 2022/2023);MADAME (42) ELEM;42 RUE MADAME;6ème Ardt;75106;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3316036092806876, 48.84894226433001], ""type"": ""Point""}";48.84894226433001, 2.3316036092806876
ELEMENTAIRES (année scolaire 2022/2023);JEAN JAURES (160) ELEM;160 AVENUE JEAN JAURES;19ème Ardt;75119;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3880225161215285, 48.88728920069014], ""type"": ""Point""}";48.88728920069014, 2.3880225161215285
ELEMENTAIRES (année scolaire 2022/2023);JEANNE D ARC (33) ELEM A;33 PLACE JEANNE D'ARC;13ème Ardt;75113;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3674346036287446, 48.829783700856794], ""type"": ""Point""}";48.829783700856794, 2.3674346036287446
ELEMENTAIRES (année scolaire 2022/2023);DUNOIS (64) ELEM;64 RUE DUNOIS;13ème Ardt;75113;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.366908902090558, 48.8327478426862], ""type"": ""Point""}";48.8327478426862, 2.366908902090558
ELEMENTAIRES (année scolaire 2022/2023);FALGUIERE (20) ELEM;20 RUE FALGUIERE;15ème Ardt;75115;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3166256618717864, 48.84323079035598], ""type"": ""Point""}";48.84323079035598, 2.3166256618717864
ELEMENTAIRES (année scolaire 2022/2023);LACORDAIRE (7) ELEM;7 RUE LACORDAIRE;15ème Ardt;75115;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.2842520263403903, 48.84385786191493], ""type"": ""Point""}";48.84385786191493, 2.2842520263403903
ELEMENTAIRES (année scolaire 2022/2023);PARMENTIER (109) ELEM;109 AVENUE PARMENTIER;11ème Ardt;75111;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3726220771708006, 48.867615107544516], ""type"": ""Point""}";48.867615107544516, 2.3726220771708006
ELEMENTAIRES (année scolaire 2022/2023);DAUMESNIL (253 T) ELEM;253 ter AVENUE DAUMESNIL;12ème Ardt;75112;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.4031182944378773, 48.83704465692328], ""type"": ""Point""}";48.83704465692328, 2.4031182944378773
ELEMENTAIRES (année scolaire 2022/2023);LEVERT (1) ELEM;1 RUE LEVERT;20ème Ardt;75120;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.389634851915271, 48.87307278089847], ""type"": ""Point""}";48.87307278089847, 2.389634851915271
ELEMENTAIRES (année scolaire 2022/2023);BELLEVILLE (77) ELEM A;77 BLD DE BELLEVILLE;11ème Ardt;75111;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3774345605795686, 48.87127461968392], ""type"": ""Point""}";48.87127461968392, 2.3774345605795686
ELEMENTAIRES (année scolaire 2022/2023);ROUELLE (25) ELEM;25 RUE ROUELLE;15ème Ardt;75115;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.2873973804104635, 48.85042161897221], ""type"": ""Point""}";48.85042161897221, 2.2873973804104635
ELEMENTAIRES (année scolaire 2022/2023);TOUR D'AUVERGNE (45) ELEM;45 RUE DE LA TOUR D'AUVERGNE;9ème Ardt;75109;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.340911945925924, 48.879722479512736], ""type"": ""Point""}";48.879722479512736, 2.340911945925924
ELEMENTAIRES (année scolaire 2022/2023);ST CHARLES (197) ELEM;197 RUE SAINT CHARLES;15ème Ardt;75115;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.2801710195474265, 48.84028793767265], ""type"": ""Point""}";48.84028793767265, 2.2801710195474265
ELEMENTAIRES (année scolaire 2022/2023);REPUBLIQUE (98) ELEM;98 AVENUE DE LA REPUBLIQUE;11ème Ardt;75111;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.382373624144395, 48.86363057742458], ""type"": ""Point""}";48.86363057742458, 2.382373624144395
ELEMENTAIRES (année scolaire 2022/2023);BLOMET (19) ELEM;19 RUE BLOMET;15ème Ardt;75115;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3071755219437526, 48.843154953332736], ""type"": ""Point""}";48.843154953332736, 2.3071755219437526
ELEMENTAIRES (année scolaire 2022/2023);GAMBETTA (103) ELEM;103 AVENUE GAMBETTA;20ème Ardt;75120;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3999711395936014, 48.86682852043191], ""type"": ""Point""}";48.86682852043191, 2.3999711395936014
ELEMENTAIRES (année scolaire 2022/2023);ST LAMBERT (10) ELEM A;10 RUE SAINT LAMBERT;15ème Ardt;75115;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.2909042375396065, 48.838126665571444], ""type"": ""Point""}";48.838126665571444, 2.2909042375396065
ELEMENTAIRES (année scolaire 2022/2023);ST MAUR (22) ELEM A;22 RUE SAINT MAUR;11ème Ardt;75111;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.382040686270864, 48.86030901280041], ""type"": ""Point""}";48.86030901280041, 2.382040686270864
ELEMENTAIRES (année scolaire 2022/2023);GOUTTE D'OR (57) POLY;57 RUE DE LA GOUTTE D'OR;18ème Ardt;75118;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.351019164902994, 48.88506323432988], ""type"": ""Point""}";48.88506323432988, 2.351019164902994
ELEMENTAIRES (année scolaire 2022/2023);PAJOL (11) POLY;11 RUE PAJOL;18ème Ardt;75118;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3606096722049075, 48.88557045298243], ""type"": ""Point""}";48.88557045298243, 2.3606096722049075
ELEMENTAIRES (année scolaire 2022/2023);PORTE BRANCION (5) ELEM;5 AVENUE DE LA PORTE BRANCION;15ème Ardt;75115;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3020938881021684, 48.82745045804661], ""type"": ""Point""}";48.82745045804661, 2.3020938881021684
ELEMENTAIRES (année scolaire 2022/2023);PRIMO LEVI (21) POLY;21 RUE PRIMO LEVI;13ème Ardt;75113;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.378744900613383, 48.830541965283786], ""type"": ""Point""}";48.830541965283786, 2.378744900613383
ELEMENTAIRES (année scolaire 2022/2023);FOURCROY (12B) ELEM;12 bis RUE FOURCROY;17ème Ardt;75117;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.2973220022149365, 48.88074263795132], ""type"": ""Point""}";48.88074263795132, 2.2973220022149365
ELEMENTAIRES (année scolaire 2022/2023);MOURAUD (5) ELEM;5 RUE MOURAUD;20ème Ardt;75120;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.407718615101166, 48.85477058113677], ""type"": ""Point""}";48.85477058113677, 2.407718615101166
ELEMENTAIRES (année scolaire 2022/2023);LOUIS DE FUNES (2) POLY;2 ALLEE LOUIS DE FUNES;8ème Ardt;75108;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3058764604394946, 48.87590706075656], ""type"": ""Point""}";48.87590706075656, 2.3058764604394946
ELEMENTAIRES (année scolaire 2022/2023);AMPERE (18) ELEM;18 RUE AMPERE;17ème Ardt;75117;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3049460969373756, 48.88531855079069], ""type"": ""Point""}";48.88531855079069, 2.3049460969373756
ELEMENTAIRES (année scolaire 2022/2023);BELZUNCE (3) POLY;3 RUE DE BELZUNCE;10ème Ardt;75110;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.352834090670799, 48.87919121558662], ""type"": ""Point""}";48.87919121558662, 2.352834090670799
ELEMENTAIRES (année scolaire 2022/2023);BAUDRICOURT (53) ELEM A;53 RUE BAUDRICOURT;13ème Ardt;75113;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3632610167782233, 48.825936484563044], ""type"": ""Point""}";48.825936484563044, 2.3632610167782233
ELEMENTAIRES (année scolaire 2022/2023);ARMAND CARREL (43) ELEM;43 RUE ARMAND CARREL;19ème Ardt;75119;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3766751079846076, 48.88265802269051], ""type"": ""Point""}";48.88265802269051, 2.3766751079846076
ELEMENTAIRES (année scolaire 2022/2023);JACQUES KELLNER (5) ELEM;5 RUE JACQUES KELLNER;17ème Ardt;75117;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.324738339747166, 48.89663856496533], ""type"": ""Point""}";48.89663856496533, 2.324738339747166
ELEMENTAIRES (année scolaire 2022/2023);BUFFAULT (32) ELEM;32 RUE BUFFAULT;9ème Ardt;75109;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3424365708553445, 48.87631292671901], ""type"": ""Point""}";48.87631292671901, 2.3424365708553445
ELEMENTAIRES (année scolaire 2022/2023);GENERAL BRUNET (7) ELEM;7 RUE DU GENERAL BRUNET;19ème Ardt;75119;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.390258806812806, 48.88026543101532], ""type"": ""Point""}";48.88026543101532, 2.390258806812806
ELEMENTAIRES (année scolaire 2022/2023);MADEMOISELLE (81) ELEM;81 RUE MADEMOISELLE;15ème Ardt;75115;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3004089747378615, 48.84338040601088], ""type"": ""Point""}";48.84338040601088, 2.3004089747378615
ELEMENTAIRES (année scolaire 2022/2023);FROMENT (13) ELEM;13 RUE FROMENT;11ème Ardt;75111;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3724940822965785, 48.857415457084], ""type"": ""Point""}";48.857415457084, 2.3724940822965785
ELEMENTAIRES (année scolaire 2022/2023);ST MAUR (200) ELEM;200 RUE SAINT MAUR;10ème Ardt;75110;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3716848483262667, 48.87223208176609], ""type"": ""Point""}";48.87223208176609, 2.3716848483262667
ELEMENTAIRES (année scolaire 2022/2023);LOUISE BOURGEOIS(19) POLY;19 RUE LOUISE BOURGEOIS;13ème Ardt;75113;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3792231081235613, 48.82607471323481], ""type"": ""Point""}";48.82607471323481, 2.3792231081235613
ELEMENTAIRES (année scolaire 2022/2023);BELLIARD (129) ELEM;129 RUE BELLIARD;18ème Ardt;75118;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.335628779107625, 48.89634919984214], ""type"": ""Point""}";48.89634919984214, 2.335628779107625
ELEMENTAIRES (année scolaire 2022/2023);PLANCHAT (54) ELEM;54 RUE PLANCHAT;20ème Ardt;75120;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.396473857834625, 48.85596385977355], ""type"": ""Point""}";48.85596385977355, 2.396473857834625
ELEMENTAIRES (année scolaire 2022/2023);OLIVIER METRA (32-34) POLY;32 RUE OLIVIER METRA;20ème Ardt;75120;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3938520000480055, 48.873298373241624], ""type"": ""Point""}";48.873298373241624, 2.3938520000480055
ELEMENTAIRES (année scolaire 2022/2023);TITON (14) ELEM;14 RUE TITON;11ème Ardt;75111;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3865243847790976, 48.85149661585574], ""type"": ""Point""}";48.85149661585574, 2.3865243847790976
ELEMENTAIRES (année scolaire 2022/2023);PHILIPPE DE GIRARD (58) ELEM;58 RUE PHILIPPE DE GIRARD;18ème Ardt;75118;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.361158272620496, 48.886364926211776], ""type"": ""Point""}";48.886364926211776, 2.361158272620496
ELEMENTAIRES (année scolaire 2022/2023);WURTZ (16) ELEM;16 RUE WURTZ;13ème Ardt;75113;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.344618527667761, 48.82693192147904], ""type"": ""Point""}";48.82693192147904, 2.344618527667761
ELEMENTAIRES (année scolaire 2022/2023);EUGENE REISZ (4) ELEM;4 RUE EUGENE REISZ;20ème Ardt;75120;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.4108996524547845, 48.85660868082338], ""type"": ""Point""}";48.85660868082338, 2.4108996524547845
ELEMENTAIRES (année scolaire 2022/2023);JULIEN LACROIX (16) ELEM;16 RUE JULIEN LACROIX;20ème Ardt;75120;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3856093541592727, 48.86946324999071], ""type"": ""Point""}";48.86946324999071, 2.3856093541592727
ELEMENTAIRES (année scolaire 2022/2023);OURCQ (105B) ELEM B;105 bis RUE DE L'OURCQ (ECOLE B);19ème Ardt;75119;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3750753793415953, 48.893558392617535], ""type"": ""Point""}";48.893558392617535, 2.3750753793415953
ELEMENTAIRES (année scolaire 2022/2023);FELIX FAURE (56) ELEM;56 AVENUE FELIX FAURE;15ème Ardt;75115;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.2866154944624646, 48.84069866655919], ""type"": ""Point""}";48.84069866655919, 2.2866154944624646
ELEMENTAIRES (année scolaire 2022/2023);BERANGER (3) ELEM;3 RUE BERANGER;3ème Ardt;75103;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3643829890695662, 48.864815899074266], ""type"": ""Point""}";48.864815899074266, 2.3643829890695662
ELEMENTAIRES (année scolaire 2022/2023);PYRENEES (293) ELEM A;293 RUE DES PYRENEES;20ème Ardt;75120;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.394791134190265, 48.86940017074716], ""type"": ""Point""}";48.86940017074716, 2.394791134190265
ELEMENTAIRES (année scolaire 2022/2023);MURAT (162) ELEM;162 BOULEVARD MURAT;16ème Ardt;75116;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.265105062095442, 48.838953773242956], ""type"": ""Point""}";48.838953773242956, 2.265105062095442
ELEMENTAIRES (année scolaire 2022/2023);MATHIS (14) ELEM;14 RUE MATHIS;19ème Ardt;75119;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.375498128730608, 48.890865288285724], ""type"": ""Point""}";48.890865288285724, 2.375498128730608
ELEMENTAIRES (année scolaire 2022/2023);CHARENTON (315) ELEM;315 RUE DE CHARENTON;12ème Ardt;75112;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3951603278960523, 48.833631434636594], ""type"": ""Point""}";48.833631434636594, 2.3951603278960523
ELEMENTAIRES (année scolaire 2022/2023);POUCHET (42) ELEM;42 RUE POUCHET;17ème Ardt;75117;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.320407237813889, 48.893826590439986], ""type"": ""Point""}";48.893826590439986, 2.320407237813889
ELEMENTAIRES (année scolaire 2022/2023);CLICHY (10) ELEM;10 RUE DE CLICHY;9ème Ardt;75109;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3304673759654397, 48.877726909314475], ""type"": ""Point""}";48.877726909314475, 2.3304673759654397
ELEMENTAIRES (année scolaire 2022/2023);VICTOR COUSIN (14) ELEM;14 RUE VICTOR COUSIN;5ème Ardt;75105;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3420801982320647, 48.84743178989317], ""type"": ""Point""}";48.84743178989317, 2.3420801982320647
ELEMENTAIRES (année scolaire 2022/2023);CHAT.DES RENTIERS (37) ELEM;37 RUE DU CHATEAU DES RENTIERS;13ème Ardt;75113;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3699765877898233, 48.824622417539395], ""type"": ""Point""}";48.824622417539395, 2.3699765877898233
ELEMENTAIRES (année scolaire 2022/2023);VIGEE LEBRUN (17) ELEM A;17 RUE VIGEE LEBRUN;15ème Ardt;75115;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3109555168157114, 48.83885497070429], ""type"": ""Point""}";48.83885497070429, 2.3109555168157114
ELEMENTAIRES (année scolaire 2022/2023);LAMORICIERE (8) ELEM B;8 AVENUE LAMORICIERE;12ème Ardt;75112;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.4122502419822465, 48.84473017003697], ""type"": ""Point""}";48.84473017003697, 2.4122502419822465
ELEMENTAIRES (année scolaire 2022/2023);HAMELIN (21) ELEM;21 RUE DE L'AMIRAL HAMELIN;16ème Ardt;75116;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.2919498274573917, 48.867422136722084], ""type"": ""Point""}";48.867422136722084, 2.2919498274573917
ELEMENTAIRES (année scolaire 2022/2023);AUBERVILLIERS (132) ELEM;132 RUE D'AUBERVILLIERS;19ème Ardt;75119;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3693696822056296, 48.89194768694661], ""type"": ""Point""}";48.89194768694661, 2.3693696822056296
ELEMENTAIRES (année scolaire 2022/2023);EVA KOTCHEVER (4) POLY;4 RUE EVA KOTCHEVER;18ème Ardt;75118;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3576876625309735, 48.89716088986233], ""type"": ""Point""}";48.89716088986233, 2.3576876625309735
ELEMENTAIRES (année scolaire 2022/2023);SIMON BOLIVAR (119) ELEM B;119 AVENUE SIMON BOLIVAR (EC.B;19ème Ardt;75119;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.374187395474631, 48.87983801495678], ""type"": ""Point""}";48.87983801495678, 2.374187395474631
ELEMENTAIRES (année scolaire 2022/2023);BUFFON (21)  ELEM;21 RUE BUFFON;5ème Ardt;75105;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3612490633925756, 48.84248272252251], ""type"": ""Point""}";48.84248272252251, 2.3612490633925756
ELEMENTAIRES (année scolaire 2022/2023);VOLTAIRE (8) ELEM;8 CITE VOLTAIRE;11ème Ardt;75111;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3904995764405164, 48.852651927441485], ""type"": ""Point""}";48.852651927441485, 2.3904995764405164
ELEMENTAIRES (année scolaire 2022/2023);HOPITAL ST LOUIS(5) ELEM;5 RUE DE L HOPITAL ST LOUIS;10ème Ardt;75110;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.365421164172451, 48.87488150537698], ""type"": ""Point""}";48.87488150537698, 2.365421164172451
ELEMENTAIRES (année scolaire 2022/2023);MONT CENIS (26) ELEM;26 RUE DU MONT CENIS;18ème Ardt;75118;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.342154627313641, 48.88854677723922], ""type"": ""Point""}";48.88854677723922, 2.342154627313641
ELEMENTAIRES (année scolaire 2022/2023);LE VAU (20) ELEM A;20 RUE LE VAU;20ème Ardt;75120;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.411209868048887, 48.86753211258313], ""type"": ""Point""}";48.86753211258313, 2.411209868048887
ELEMENTAIRES (année scolaire 2022/2023);COLETTE MAGNY (17) ELEM;17 RUE COLETTE MAGNY;19ème Ardt;75119;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.374620279812698, 48.89490828414763], ""type"": ""Point""}";48.89490828414763, 2.374620279812698
ELEMENTAIRES (année scolaire 2022/2023);JENNER (40) ELEM A;40 RUE JENNER;13ème Ardt;75113;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.361854828058952, 48.83560332890016], ""type"": ""Point""}";48.83560332890016, 2.361854828058952
ELEMENTAIRES (année scolaire 2022/2023);ALESIA (12) ELEM;12 RUE D'ALESIA;14ème Ardt;75114;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3339874505395874, 48.8277006434855], ""type"": ""Point""}";48.8277006434855, 2.3339874505395874
ELEMENTAIRES (année scolaire 2022/2023);MARSOULAN (19) ELEM;19 RUE MARSOULAN;12ème Ardt;75112;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.4031566848379704, 48.84639431441528], ""type"": ""Point""}";48.84639431441528, 2.4031566848379704
ELEMENTAIRES (année scolaire 2022/2023);DAMESME (5) ELEM;5 RUE DAMESME;13ème Ardt;75113;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.355436266356012, 48.825097701173775], ""type"": ""Point""}";48.825097701173775, 2.355436266356012
ELEMENTAIRES (année scolaire 2022/2023);JOUFFROY (20) ELEM;20 RUE JOUFFROY D'ABBANS;17ème Ardt;75117;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.310896770755844, 48.886500433015385], ""type"": ""Point""}";48.886500433015385, 2.310896770755844
ELEMENTAIRES (année scolaire 2022/2023);TANGER (17) ELEM;17 RUE DE TANGER;19ème Ardt;75119;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.368120345247023, 48.885634471865814], ""type"": ""Point""}";48.885634471865814, 2.368120345247023
ELEMENTAIRES (année scolaire 2022/2023);MANIN (40B) ELEM;40 bis RUE MANIN;19ème Ardt;75119;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3907149240403682, 48.88401210073235], ""type"": ""Point""}";48.88401210073235, 2.3907149240403682
ELEMENTAIRES (année scolaire 2022/2023);CHAMPIONNET (113) POLY;113 RUE CHAMPIONNET;18ème Ardt;75118;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.339143362226737, 48.895588312904216], ""type"": ""Point""}";48.895588312904216, 2.339143362226737
ELEMENTAIRES (année scolaire 2022/2023);ST BENOIT (12) POLY;12 RUE SAINT BENOIT;6ème Ardt;75106;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.333048442235988, 48.855099621956185], ""type"": ""Point""}";48.855099621956185, 2.333048442235988
ELEMENTAIRES (année scolaire 2022/2023);SORBIER (15) ELEM;15 RUE SORBIER;20ème Ardt;75120;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.392126579139312, 48.86643405486063], ""type"": ""Point""}";48.86643405486063, 2.392126579139312
ELEMENTAIRES (année scolaire 2022/2023);MUSSET (20) ELEM;20 RUE DE MUSSET;16ème Ardt;75116;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.2635396931463285, 48.84208224093171], ""type"": ""Point""}";48.84208224093171, 2.2635396931463285
ELEMENTAIRES (année scolaire 2022/2023);BELLES FEUILLES (3) POLY;3 IMPASSE DES BELLES FEUILLES;16ème Ardt;75116;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.2807781660877846, 48.868835717142865], ""type"": ""Point""}";48.868835717142865, 2.2807781660877846
ELEMENTAIRES (année scolaire 2022/2023);OUEST (69) POLY;69 RUE DE L'OUEST;14ème Ardt;75114;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3185603650345095, 48.835649604477425], ""type"": ""Point""}";48.835649604477425, 2.3185603650345095
ELEMENTAIRES (année scolaire 2022/2023);TROIS BORNES (39) ELEM;39 RUE DES TROIS BORNES;11ème Ardt;75111;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3746009950485596, 48.86734855731877], ""type"": ""Point""}";48.86734855731877, 2.3746009950485596
ELEMENTAIRES (année scolaire 2022/2023);POMMARD (4) ELEM;4 RUE DE POMMARD;12ème Ardt;75112;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.385128853002577, 48.83564931307004], ""type"": ""Point""}";48.83564931307004, 2.385128853002577
