Type d'établissement - Année scolaire;Libellé établissement;Adresse;Arrondissement;Code INSEE;Année scolaire;Type établissement;created_user;created_date;last_edited_user;last_edited_date;geo_shape;geo_point_2d
ELEMENTAIRES (année scolaire 2022/2023);PARC DES PRINCES (23) ELEM;23 AVENUE DU PARC DES PRINCES;16ème Ardt;75116;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.2546492073005466, 48.840918388943386], ""type"": ""Point""}";48.840918388943386, 2.2546492073005466
ELEMENTAIRES (année scolaire 2022/2023);ALOUETTES (5) ELEM;5 RUE DES ALOUETTES;19ème Ardt;75119;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3852236415460415, 48.87709682178561], ""type"": ""Point""}";48.87709682178561, 2.3852236415460415
ELEMENTAIRES (année scolaire 2022/2023);DOMBASLE (28) POLY;28 RUE DOMBASLE;15ème Ardt;75115;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.2982071009745404, 48.835881038952365], ""type"": ""Point""}";48.835881038952365, 2.2982071009745404
ELEMENTAIRES (année scolaire 2022/2023);OLIVIER METRA (22) ELEM B;22 RUE OLIVIER METRA;20ème Ardt;75120;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.394340268963193, 48.87289260018306], ""type"": ""Point""}";48.87289260018306, 2.394340268963193
ELEMENTAIRES (année scolaire 2022/2023);AMANDIERS (103-111) ELEM;103 RUE DES AMANDIERS;20ème Ardt;75120;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.388823859761124, 48.86743831631731], ""type"": ""Point""}";48.86743831631731, 2.388823859761124
ELEMENTAIRES (année scolaire 2022/2023);MARTEL (9) ELEM;9 RUE MARTEL;10ème Ardt;75110;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3529146234831875, 48.873975166082054], ""type"": ""Point""}";48.873975166082054, 2.3529146234831875
ELEMENTAIRES (année scolaire 2022/2023);JUSSIENNE (3) ELEM;3 RUE DE LA JUSSIENNE;2ème Ardt;75102;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3440910498073237, 48.86530003557967], ""type"": ""Point""}";48.86530003557967, 2.3440910498073237
ELEMENTAIRES (année scolaire 2022/2023);BLANCHE (9) ELEM;9 RUE BLANCHE;9ème Ardt;75109;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3317864542700892, 48.877968149024085], ""type"": ""Point""}";48.877968149024085, 2.3317864542700892
ELEMENTAIRES (année scolaire 2022/2023);GOUBET (4) ELEM;4 RUE GOUBET;19ème Ardt;75119;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3903302155166273, 48.88459274589403], ""type"": ""Point""}";48.88459274589403, 2.3903302155166273
ELEMENTAIRES (année scolaire 2022/2023);CORBON (3) ELEM;3 RUE CORBON;15ème Ardt;75115;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3032996648591224, 48.836539511701346], ""type"": ""Point""}";48.836539511701346, 2.3032996648591224
ELEMENTAIRES (année scolaire 2022/2023);LEMERCIER (105) ELEM;105 RUE LEMERCIER;17ème Ardt;75117;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3180828693182614, 48.889703306158204], ""type"": ""Point""}";48.889703306158204, 2.3180828693182614
ELEMENTAIRES (année scolaire 2022/2023);NEUVE ST PIERRE (15) ELEM;15 RUE NEUVE SAINT PIERRE;4ème Ardt;75104;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.363136633035867, 48.853791125770925], ""type"": ""Point""}";48.853791125770925, 2.363136633035867
ELEMENTAIRES (année scolaire 2022/2023);CLIGNANCOURT (61) ELEM;61 RUE DE CLIGNANCOURT;18ème Ardt;75118;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3477978551722156, 48.88793298898723], ""type"": ""Point""}";48.88793298898723, 2.3477978551722156
ELEMENTAIRES (année scolaire 2022/2023);BOILEAU (17-23) ELEM;17 RUE BOILEAU;16ème Ardt;75116;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.2652642274848054, 48.84634434555367], ""type"": ""Point""}";48.84634434555367, 2.2652642274848054
ELEMENTAIRES (année scolaire 2022/2023);FESSART (4) ELEM;4 RUE FESSART;19ème Ardt;75119;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3886273989289553, 48.87620483668461], ""type"": ""Point""}";48.87620483668461, 2.3886273989289553
ELEMENTAIRES (année scolaire 2022/2023);CHEMINETS (16) ELEM;16 RUE DES CHEMINETS;19ème Ardt;75119;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.398716274912107, 48.88764655890308], ""type"": ""Point""}";48.88764655890308, 2.398716274912107
ELEMENTAIRES (année scolaire 2022/2023);HOSPITAL. ST GERVAIS (10) POLY;10 R HOSPITALIERES ST GERVAIS;4ème Ardt;75104;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3591417819637286, 48.85791478449449], ""type"": ""Point""}";48.85791478449449, 2.3591417819637286
ELEMENTAIRES (année scolaire 2022/2023);BIENFAISANCE (12 B) ELEM;12 bis RUE DE LA BIENFAISANCE;8ème Ardt;75108;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.319889926990038, 48.87680400093471], ""type"": ""Point""}";48.87680400093471, 2.319889926990038
ELEMENTAIRES (année scolaire 2022/2023);CHAMPIONNET (7) ELEM;7 RUE CHAMPIONNET;18ème Ardt;75118;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.352078967239756, 48.8951291384835], ""type"": ""Point""}";48.8951291384835, 2.352078967239756
ELEMENTAIRES (année scolaire 2022/2023);TURENNE (54) ELEM;54 RUE DE TURENNE;3ème Ardt;75103;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.364618639218445, 48.85856653813548], ""type"": ""Point""}";48.85856653813548, 2.364618639218445
ELEMENTAIRES (année scolaire 2022/2023);CHARENTON (51) ELEM;51 RUE DE CHARENTON;12ème Ardt;75112;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.372733395437256, 48.85107476602295], ""type"": ""Point""}";48.85107476602295, 2.372733395437256
ELEMENTAIRES (année scolaire 2022/2023);RECOLLETS (19) ELEM;19 PASSAGE DES RECOLLETS;10ème Ardt;75110;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.360525786029718, 48.87430550401081], ""type"": ""Point""}";48.87430550401081, 2.360525786029718
ELEMENTAIRES (année scolaire 2022/2023);ST DIDIER (15B) POLY;15 bis RUE SAINT DIDIER;16ème Ardt;75116;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.287603099939645, 48.86614055402534], ""type"": ""Point""}";48.86614055402534, 2.287603099939645
ELEMENTAIRES (année scolaire 2022/2023);PONTOISE (21) ELEM;21 RUE DE PONTOISE;5ème Ardt;75105;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.351264112994486, 48.84874986089501], ""type"": ""Point""}";48.84874986089501, 2.351264112994486
ELEMENTAIRES (année scolaire 2022/2023);LAS CASES (27) POLY;27 RUE LAS CASES;7ème Ardt;75107;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.318591447403378, 48.858978422295145], ""type"": ""Point""}";48.858978422295145, 2.318591447403378
ELEMENTAIRES (année scolaire 2022/2023);REUILLY (57) ELEM A;57 RUE DE REUILLY (ECOLE B);12ème Ardt;75112;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3885836839710275, 48.845764391837214], ""type"": ""Point""}";48.845764391837214, 2.3885836839710275
ELEMENTAIRES (année scolaire 2022/2023);LANCRY (15) POLY;15 RUE DE LANCRY;10ème Ardt;75110;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.360343892968746, 48.8695684314418], ""type"": ""Point""}";48.8695684314418, 2.360343892968746
ELEMENTAIRES (année scolaire 2022/2023);MARE (42) ELEM;42 RUE DE LA MARE;20ème Ardt;75120;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.389964695261338, 48.87110111953217], ""type"": ""Point""}";48.87110111953217, 2.389964695261338
ELEMENTAIRES (année scolaire 2022/2023);MARGUERITE LONG (5) POLY;5 RUE MARGUERITE LONG;17ème Ardt;75117;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.304519099872852, 48.89101309347151], ""type"": ""Point""}";48.89101309347151, 2.304519099872852
ELEMENTAIRES (année scolaire 2022/2023);PIERRE FONCIN (4) POLY B;4 RUE PIERRE FONCIN;20ème Ardt;75120;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.4093898611624813, 48.87134728251425], ""type"": ""Point""}";48.87134728251425, 2.4093898611624813
ELEMENTAIRES (année scolaire 2022/2023);TELEGRAPHE (29) ELEM;29 RUE DU TELEGRAPHE;20ème Ardt;75120;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.399105785179328, 48.873410665618245], ""type"": ""Point""}";48.873410665618245, 2.399105785179328
ELEMENTAIRES (année scolaire 2022/2023);PLAINE (11) ELEM A;11 RUE DE LA PLAINE;20ème Ardt;75120;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.4005097395061084, 48.85004071996684], ""type"": ""Point""}";48.85004071996684, 2.4005097395061084
ELEMENTAIRES (année scolaire 2022/2023);VERTUS (8) ELEM;8 RUE DES VERTUS;3ème Ardt;75103;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3578727079980313, 48.864164450013334], ""type"": ""Point""}";48.864164450013334, 2.3578727079980313
ELEMENTAIRES (année scolaire 2022/2023);ST ISAURE (18) ELEM;18 RUE SAINTE ISAURE;18ème Ardt;75118;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3444301537371888, 48.89416202254935], ""type"": ""Point""}";48.89416202254935, 2.3444301537371888
ELEMENTAIRES (année scolaire 2022/2023);ALQUIER DEBROUSSE (12) POLY;12 ALLEE ALQUIER DEBROUSSE;20ème Ardt;75120;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.4083763117233428, 48.86126569638179], ""type"": ""Point""}";48.86126569638179, 2.4083763117233428
ELEMENTAIRES (année scolaire 2022/2023);LESSEPS (9) ELEM B;9 RUE DE LESSEPS;20ème Ardt;75120;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.4001687751364003, 48.858711483181985], ""type"": ""Point""}";48.858711483181985, 2.4001687751364003
ELEMENTAIRES (année scolaire 2022/2023);JARDINET (7) ELEM;7 RUE DU JARDINET;6ème Ardt;75106;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3400083983518742, 48.85266457082728], ""type"": ""Point""}";48.85266457082728, 2.3400083983518742
ELEMENTAIRES (année scolaire 2022/2023);M. ROSTROPOVITCH (34) POLY;34 RUE MSTISLAV ROSTROPOVITCH;17ème Ardt;75117;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3129853283505617, 48.89002009578474], ""type"": ""Point""}";48.89002009578474, 2.3129853283505617
ELEMENTAIRES (année scolaire 2022/2023);PICPUS (56) ELEM A;56 RUE DE PICPUS (ECOLE B);12ème Ardt;75112;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.396622583993179, 48.84359141551742], ""type"": ""Point""}";48.84359141551742, 2.396622583993179
ELEMENTAIRES (année scolaire 2022/2023);TOURNELLES (21) POLY;21 RUE DES TOURNELLES;4ème Ardt;75104;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3673903615961445, 48.85432879792764], ""type"": ""Point""}";48.85432879792764, 2.3673903615961445
ELEMENTAIRES (année scolaire 2022/2023);GLACIERE (100) ELEM;100 RUE DE LA GLACIERE;13ème Ardt;75113;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3429107032425702, 48.829792234688384], ""type"": ""Point""}";48.829792234688384, 2.3429107032425702
ELEMENTAIRES (année scolaire 2022/2023);GUADELOUPE (2) ELEM;2 RUE DE LA GUADELOUPE;18ème Ardt;75118;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.362632090671074, 48.890753007443514], ""type"": ""Point""}";48.890753007443514, 2.362632090671074
ELEMENTAIRES (année scolaire 2022/2023);PIERRE BROSSOLETTE (2) ELEM;2 RUE PIERRE BROSSOLETTE;5ème Ardt;75105;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3476035919781615, 48.841970799603374], ""type"": ""Point""}";48.841970799603374, 2.3476035919781615
ELEMENTAIRES (année scolaire 2022/2023);ROLLIN (10) ELEM;10 RUE ROLLIN;5ème Ardt;75105;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3508535762464757, 48.844748853550115], ""type"": ""Point""}";48.844748853550115, 2.3508535762464757
ELEMENTAIRES (année scolaire 2022/2023);MANIN (30) ELEM B;30 RUE MANIN;19ème Ardt;75119;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3890523258108693, 48.88335333939429], ""type"": ""Point""}";48.88335333939429, 2.3890523258108693
ELEMENTAIRES (année scolaire 2022/2023);PROVIDENCE (7) ELEM B;7 RUE DE LA PROVIDENCE;13ème Ardt;75113;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3486871261789273, 48.82543046311987], ""type"": ""Point""}";48.82543046311987, 2.3486871261789273
ELEMENTAIRES (année scolaire 2022/2023);COLONEL MOLL (16) ELEM;16 RUE DU COLONEL MOLL;17ème Ardt;75117;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.2901010627457095, 48.87801285587208], ""type"": ""Point""}";48.87801285587208, 2.2901010627457095
ELEMENTAIRES (année scolaire 2022/2023);HENRI NOGUERES (10) POLY;10 RUE HENRI NOGUERES;19ème Ardt;75119;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3746839087651463, 48.88463842304931], ""type"": ""Point""}";48.88463842304931, 2.3746839087651463
ELEMENTAIRES (année scolaire 2022/2023);REPUBLIQUE (100) ELEM;100 AVENUE DE LA REPUBLIQUE;11ème Ardt;75111;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3827617701459625, 48.863557047700674], ""type"": ""Point""}";48.863557047700674, 2.3827617701459625
ELEMENTAIRES (année scolaire 2022/2023);EUGENIE COTTON (16) ELEM B;16 RUE EUGENIE COTTON (ECOLE A;19ème Ardt;75119;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3945249391432957, 48.87874197496205], ""type"": ""Point""}";48.87874197496205, 2.3945249391432957
ELEMENTAIRES (année scolaire 2022/2023);BRUXELLES (32) ELEM;32 RUE DE BRUXELLES;9ème Ardt;75109;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3288013997792945, 48.882999745994724], ""type"": ""Point""}";48.882999745994724, 2.3288013997792945
ELEMENTAIRES (année scolaire 2022/2023);EMERIAU (10) ELEM;10 RUE EMERIAU;15ème Ardt;75115;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.2881262031443153, 48.851594038090354], ""type"": ""Point""}";48.851594038090354, 2.2881262031443153
ELEMENTAIRES (année scolaire 2022/2023);SAUSSURE (101) ELEM;101 RUE DE SAUSSURE;17ème Ardt;75117;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.311717565640409, 48.8874299696971], ""type"": ""Point""}";48.8874299696971, 2.311717565640409
ELEMENTAIRES (année scolaire 2022/2023);PICPUS (56) ELEM B;56 RUE DE PICPUS (ECOLE B);12ème Ardt;75112;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.396622583993179, 48.84359141551742], ""type"": ""Point""}";48.84359141551742, 2.396622583993179
ELEMENTAIRES (année scolaire 2022/2023);KUSS (8) ELEM;8 RUE KUSS;13ème Ardt;75113;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.351305571901135, 48.8222309853145], ""type"": ""Point""}";48.8222309853145, 2.351305571901135
ELEMENTAIRES (année scolaire 2022/2023);ST LOUIS EN L'ILE (21) ELEM;21 RUE SAINT LOUIS EN L'ILE;4ème Ardt;75104;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.357240563834992, 48.85153571867266], ""type"": ""Point""}";48.85153571867266, 2.357240563834992
ELEMENTAIRES (année scolaire 2022/2023);MOTTE PICQUET (10) ELEM;10 AVENUE DE LA MOTTE PICQUET;7ème Ardt;75107;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3090800630685306, 48.85691248507425], ""type"": ""Point""}";48.85691248507425, 2.3090800630685306
ELEMENTAIRES (année scolaire 2022/2023);BOUVINES (4) ELEM;4 AVENUE DE BOUVINES;11ème Ardt;75111;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.39650049769645, 48.84985276951626], ""type"": ""Point""}";48.84985276951626, 2.39650049769645
ELEMENTAIRES (année scolaire 2022/2023);PIHET (1) ELEM;1 RUE PIHET;11ème Ardt;75111;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3738819813832723, 48.8634548011733], ""type"": ""Point""}";48.8634548011733, 2.3738819813832723
ELEMENTAIRES (année scolaire 2022/2023);CLOS (18) ELEM;18 RUE DU CLOS;20ème Ardt;75120;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.407068203473641, 48.857226830493836], ""type"": ""Point""}";48.857226830493836, 2.407068203473641
ELEMENTAIRES (année scolaire 2022/2023);COMPANS (106) ELEM A;106 RUE COMPANS;19ème Ardt;75119;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.389781418436631, 48.880385546568775], ""type"": ""Point""}";48.880385546568775, 2.389781418436631
ELEMENTAIRES (année scolaire 2022/2023);CARDINAL AMETTE (3) ELEM;3 PLACE DU CARDINAL AMETTE;15ème Ardt;75115;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.297107585629458, 48.85093752536021], ""type"": ""Point""}";48.85093752536021, 2.297107585629458
ELEMENTAIRES (année scolaire 2022/2023);MAURICE GENEVOIX (3) POLY;3 RUE MAURICE GENEVOIX;18ème Ardt;75118;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3604653249850376, 48.8944552684476], ""type"": ""Point""}";48.8944552684476, 2.3604653249850376
ELEMENTAIRES (année scolaire 2022/2023);PARMENTIER (11B) ELEM;11 bis AVENUE PARMENTIER;11ème Ardt;75111;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3788002257014074, 48.859756038515556], ""type"": ""Point""}";48.859756038515556, 2.3788002257014074
ELEMENTAIRES (année scolaire 2022/2023);EBLE (14) ELEM;14 RUE EBLE;7ème Ardt;75107;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3129223063567297, 48.84899535283046], ""type"": ""Point""}";48.84899535283046, 2.3129223063567297
ELEMENTAIRES (année scolaire 2022/2023);FOYATIER (1) ELEM;1 RUE FOYATIER;18ème Ardt;75118;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3423908901878874, 48.884669209199586], ""type"": ""Point""}";48.884669209199586, 2.3423908901878874
ELEMENTAIRES (année scolaire 2022/2023);CHAMPAGNE (17) POLY;17 CITE CHAMPAGNE;20ème Ardt;75120;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.4042089809108966, 48.85333032620816], ""type"": ""Point""}";48.85333032620816, 2.4042089809108966
ELEMENTAIRES (année scolaire 2022/2023);PYRENEES (291) ELEM B;291 RUE DES PYRENEES;20ème Ardt;75120;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.394876559204671, 48.86929088174666], ""type"": ""Point""}";48.86929088174666, 2.394876559204671
ELEMENTAIRES (année scolaire 2022/2023);TANDOU (9) ELEM;9 RUE TANDOU;19ème Ardt;75119;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.379257318602095, 48.8860453090761], ""type"": ""Point""}";48.8860453090761, 2.379257318602095
ELEMENTAIRES (année scolaire 2022/2023);OLIVIER DE SERRES (27) ELEM;27 RUE OLIVIER DE SERRES;15ème Ardt;75115;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.2968603794471623, 48.83561984016854], ""type"": ""Point""}";48.83561984016854, 2.2968603794471623
ELEMENTAIRES (année scolaire 2022/2023);MILTON (21) ELEM;21 RUE MILTON;9ème Ardt;75109;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3411735342141595, 48.87868749469112], ""type"": ""Point""}";48.87868749469112, 2.3411735342141595
ELEMENTAIRES (année scolaire 2022/2023);PIERRE FONCIN (8) ELEM A;8 RUE PIERRE FONCIN;20ème Ardt;75120;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.409709173567288, 48.87135911993382], ""type"": ""Point""}";48.87135911993382, 2.409709173567288
ELEMENTAIRES (année scolaire 2022/2023);FELIX FAURE (146) ELEM;146 AVENUE FELIX FAURE;15ème Ardt;75115;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.279313380280919, 48.83735652788694], ""type"": ""Point""}";48.83735652788694, 2.279313380280919
ELEMENTAIRES (année scolaire 2022/2023);JEAN FRANCOIS LEPINE (6) ELEM;6 RUE JEAN FRANCOIS LEPINE;18ème Ardt;75118;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3587182496320507, 48.886181734472096], ""type"": ""Point""}";48.886181734472096, 2.3587182496320507
ELEMENTAIRES (année scolaire 2022/2023);TOURELLES (5/7) POLY;5 RUE DES TOURELLES;20ème Ardt;75120;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.404086116145681, 48.87473729137813], ""type"": ""Point""}";48.87473729137813, 2.404086116145681
ELEMENTAIRES (année scolaire 2022/2023);BOURSAULT (10) POLY;10 RUE BOURSAULT;17ème Ardt;75117;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3207974578832173, 48.882953381230074], ""type"": ""Point""}";48.882953381230074, 2.3207974578832173
ELEMENTAIRES (année scolaire 2022/2023);VICTOIRE (16) ELEM;16 RUE DE LA VICTOIRE;9ème Ardt;75109;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.339189892132677, 48.87514754428802], ""type"": ""Point""}";48.87514754428802, 2.339189892132677
ELEMENTAIRES (année scolaire 2022/2023);RIBLETTE (16) ELEM A;16 RUE RIBLETTE;20ème Ardt;75120;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.4065700810665573, 48.86006880940258], ""type"": ""Point""}";48.86006880940258, 2.4065700810665573
ELEMENTAIRES (année scolaire 2022/2023);BARBANEGRE (7) ELEM A;7 RUE BARBANEGRE;19ème Ardt;75119;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.382861773109085, 48.89213866778307], ""type"": ""Point""}";48.89213866778307, 2.382861773109085
ELEMENTAIRES (année scolaire 2022/2023);ST SEBASTIEN (24) ELEM;24 RUE SAINT SEBASTIEN;11ème Ardt;75111;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.369445127094934, 48.861117342857185], ""type"": ""Point""}";48.861117342857185, 2.369445127094934
ELEMENTAIRES (année scolaire 2022/2023);LITTRE (6) ELEM;6 RUE LITTRE;6ème Ardt;75106;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.323773103790429, 48.84564322059343], ""type"": ""Point""}";48.84564322059343, 2.323773103790429
ELEMENTAIRES (année scolaire 2022/2023);CHAPTAL (12) ELEM;12 RUE CHAPTAL;9ème Ardt;75109;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3336321508838727, 48.88082464785626], ""type"": ""Point""}";48.88082464785626, 2.3336321508838727
ELEMENTAIRES (année scolaire 2022/2023);TANGER (41) ELEM A;41 RUE DE TANGER;19ème Ardt;75119;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3702364147193737, 48.887768133734], ""type"": ""Point""}";48.887768133734, 2.3702364147193737
ELEMENTAIRES (année scolaire 2022/2023);BERTHIER (112) ELEM;112 BOULEVARD BERTHIER;17ème Ardt;75117;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.301658092229931, 48.88919934607106], ""type"": ""Point""}";48.88919934607106, 2.301658092229931
ELEMENTAIRES (année scolaire 2022/2023);DIDEROT (40) ELEM;40 BOULEVARD DIDEROT;12ème Ardt;75112;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.377315062294461, 48.84611204518538], ""type"": ""Point""}";48.84611204518538, 2.377315062294461
ELEMENTAIRES (année scolaire 2022/2023);BOULARD (46) ELEM;46 RUE BOULARD;14ème Ardt;75114;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.327836191601366, 48.832662575018674], ""type"": ""Point""}";48.832662575018674, 2.327836191601366
ELEMENTAIRES (année scolaire 2022/2023);ALESIA (188) ELEM;188 RUE D'ALESIA;14ème Ardt;75114;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3128098933727257, 48.83250682565385], ""type"": ""Point""}";48.83250682565385, 2.3128098933727257
ELEMENTAIRES (année scolaire 2022/2023);SEVERO (12) ELEM;12 RUE SEVERO;14ème Ardt;75114;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3235273608754685, 48.83245025289119], ""type"": ""Point""}";48.83245025289119, 2.3235273608754685
ELEMENTAIRES (année scolaire 2022/2023);LECOMTE (6) POLY;6 RUE LECOMTE;17ème Ardt;75117;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.321071444973094, 48.88867104666562], ""type"": ""Point""}";48.88867104666562, 2.321071444973094
